,school_name,early_career_pay,mid_career_pay,meaning_percentage,stem_percentage,engineering,private_school,religious,art,for_sports_fans,party_school,liberal_arts_school,state_school,research_university,business,sober_school,ivy_league,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,total_enrollment,AIAN_enrollment_percentage,Asian_enrollment_percentage,Black_enrollment_percentage,Hispanic_enrollment_percentage,NHPI_enrollment_percentage,non_resident_enrollment_percentage,total_minority_enrollment_percentage,unknown_enrollment_percentage,White_enrollment_percentage,women_enrollment_percentage,school_rank
1380,Peru State College,44800,71500,50,6,False,False,False,False,False,False,False,True,False,False,False,False,NE,Public,4 Year,8010.0,7452.0,15462.0,7482.0,15492.0,2499.0,0.006002400960384154,0.012404961984793917,0.07282913165266107,0.05202080832332933,0.0028011204481792717,0.0,0.17326930772308924,0.0468187274909964,0.7799119647859144,0.5990396158463386,over_250
1381,College of the Ozarks,39800,71500,52,8,False,True,True,False,False,False,False,False,False,False,True,False,MO,Private,4 Year,7400.0,19360.0,26760.0,19360.0,26760.0,1433.0,0.004884856943475227,0.004884856943475227,0.011165387299371946,0.019539427773900907,0.0,0.020237264480111653,0.05931612002791347,0.0,0.9204466154919749,0.5115143056524774,over_250
1382,University of Northwestern St Paul,46100,71500,63,9,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
1383,University of Pikeville,39900,71400,73,11,False,True,True,True,False,False,True,False,False,False,False,False,KY,Private,4 Year,7800.0,20950.0,28750.0,20950.0,28750.0,2458.0,0.004475183075671277,0.01017087062652563,0.06794141578519121,0.018307567127746133,0.0008136696501220504,0.01708706265256306,0.10170870626525631,0.0,0.8812042310821806,0.5138323840520749,over_250
1384,Hannibal LaGrange University,39700,71400,51,4,False,True,True,False,False,False,False,False,False,False,False,False,MO,Private,4 Year,8108.0,22750.0,30858.0,22750.0,30858.0,,,,,,,,,,,,over_250
1385,Medaille College,43800,71400,55,4,False,True,False,False,False,False,False,False,False,False,False,False,NY,Private,4 Year,13500.0,29500.0,43000.0,29500.0,43000.0,2479.0,0.0060508269463493344,0.016942315449778138,0.1964501815248084,0.051230334812424366,0.002016942315449778,0.02702702702702703,0.3081887858007261,0.06655909640984267,0.5982250907624042,0.6930213795885438,over_250
1386,Peirce College,46300,71400,49,10,False,True,False,False,False,False,False,False,False,True,False,False,PA,Private,4 Year,,18660.0,18660.0,18660.0,18660.0,1833.0,0.002727768685215494,0.019639934533551555,0.6737588652482269,0.07364975450081833,0.002182214948172395,0.0016366612111292963,0.779050736497545,0.024549918166939442,0.19476268412438624,0.723949809056192,over_250
1387,Oklahoma Panhandle State University,44100,71400,59,10,False,False,False,False,False,False,False,True,False,False,False,False,OK,Public,4 Year,4695.0,8194.0,12889.0,9133.0,13828.0,1298.0,0.03312788906009245,0.013097072419106317,0.10400616332819723,0.162557781201849,0.0,0.01694915254237288,0.3389830508474576,0.030816640986132512,0.613251155624037,0.5500770416024653,over_250
1388,Bethel University (Indiana),43900,71300,50,4,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
1389,Life University,43200,71300,0,13,False,True,False,False,False,False,False,False,False,False,False,False,GA,Private,4 Year,14400.0,13194.0,27594.0,13194.0,27594.0,2754.0,0.007262164124909223,0.029411764705882353,0.17501815541031226,0.10021786492374728,0.0,0.029048656499636893,0.31190994916485115,0.18663761801016704,0.47240377632534497,0.4822076978939724,over_250
1390,Northland College,39200,71300,67,28,False,True,True,True,False,False,True,False,False,False,False,False,WI,Private,4 Year,9176.0,36183.0,45359.0,36183.0,45359.0,584.0,0.02054794520547945,0.0017123287671232876,0.011986301369863013,0.04794520547945205,0.0,0.015410958904109588,0.11301369863013698,0.07534246575342465,0.7962328767123288,0.4948630136986301,over_250
1391,Unity College,38900,71200,0,23,False,True,False,False,False,False,False,False,False,False,False,False,ME,Private,4 Year,10710.0,29160.0,39870.0,29160.0,39870.0,,,,,,,,,,,,over_250
1392,Chestnut Hill College,42900,71200,58,5,False,True,True,False,False,False,False,False,False,False,False,False,PA,Private,4 Year,11000.0,36180.0,47180.0,36180.0,47180.0,2063.0,0.0009694619486185168,0.018904507998061076,0.3048957828405235,0.07901114881240912,0.00290838584585555,0.015511391177896268,0.4323800290838585,0.09161415414444983,0.46049442559379544,0.7009209888511876,over_250
1393,Hodges University,43200,71100,59,11,False,True,False,False,False,False,False,False,False,False,False,False,FL,Private,4 Year,,17600.0,17600.0,17600.0,17600.0,1892.0,0.005285412262156448,0.019556025369978858,0.13477801268498943,0.3409090909090909,0.0015856236786469344,0.0,0.5132135306553911,0.021141649048625793,0.4656448202959831,0.6347780126849895,over_250
1394,Carlow University,45000,71100,56,4,False,True,True,False,False,False,False,False,False,False,False,False,PA,Private,4 Year,11442.0,29454.0,40896.0,29454.0,40896.0,2201.0,0.0027260336210813267,0.013175829168559746,0.17628350749659247,0.019536574284416176,0.0009086778736937755,0.003634711494775102,0.2412539754656974,0.11040436165379373,0.6447069513857338,0.882780554293503,over_250
1395,Jackson State University,42600,71000,68,16,False,False,False,False,True,False,False,True,True,False,False,False,MS,Public,4 Year,9552.0,8226.0,17778.0,19454.0,29006.0,9508.0,0.004101809002944889,0.004522507362221287,0.8930374421539756,0.0039966344131257886,0.00010517458981909971,0.02902818679007152,0.9158603281447202,0.0,0.05511148506520824,0.6462978544383677,over_250
1396,Simpson University,44700,71000,68,3,False,True,True,False,False,False,False,False,False,False,False,False,CA,Private,4 Year,8140.0,27700.0,35840.0,27700.0,35840.0,,,,,,,,,,,,over_250
1397,Mid America Christian University,41200,71000,70,0,False,True,True,False,False,False,False,False,False,False,False,False,OK,Private,4 Year,8036.0,18334.0,26370.0,18334.0,26370.0,2688.0,0.0390625,0.005208333333333333,0.27641369047619047,0.06696428571428571,0.003720238095238095,0.004464285714285714,0.42857142857142855,0.03459821428571429,0.5323660714285714,0.6447172619047619,over_250
1398,Lourdes University,47300,71000,71,4,False,True,True,False,False,False,False,False,False,False,False,False,OH,Private,4 Year,10100.0,22480.0,32580.0,22480.0,32580.0,1780.0,0.0044943820224719105,0.008426966292134831,0.13820224719101123,0.06348314606741573,0.0016853932584269663,0.0033707865168539327,0.24157303370786518,0.02696629213483146,0.7280898876404495,0.7241573033707865,over_250
1399,Berea College,40900,70900,57,27,False,True,False,True,False,False,True,False,False,False,False,False,KY,Private,4 Year,6764.0,39990.0,46754.0,39990.0,46754.0,1621.0,0.0012338062924120913,0.016039481801357187,0.14929056138186306,0.05860579888957434,0.001850709438618137,0.07711289327575571,0.2813078346699568,0.01850709438618137,0.6230721776681061,0.5607649599012955,over_250
1400,Amridge University,37800,70900,0,0,False,True,True,False,False,False,False,False,False,False,False,False,AL,Private,4 Year,,6900.0,6900.0,6900.0,6900.0,625.0,0.0,0.0064,0.408,0.008,0.0,0.0,0.4224,0.288,0.2896,0.5952,over_250
1401,University of North Carolina at Pembroke,41500,70900,65,14,False,False,False,False,False,False,False,True,False,False,False,False,NC,Public,4 Year,8924.0,3418.0,12342.0,7418.0,16342.0,6269.0,0.14818950390811933,0.013877811453182325,0.3439144999202425,0.04689743180730579,0.0004785452225235285,0.009570904450470569,0.5712234806189185,0.020577444568511724,0.39862817036209924,0.6229063646514595,over_250
1402,College of Coastal Georgia,44500,70800,0,5,False,False,False,False,False,False,False,True,False,False,False,False,GA,Public,4 Year,9520.0,3971.0,13491.0,10578.0,20098.0,3008.0,0.004321808510638298,0.016622340425531915,0.16655585106382978,0.049867021276595744,0.0009973404255319148,0.010970744680851064,0.27626329787234044,0.0382313829787234,0.6745345744680851,0.6555851063829787,over_250
1403,Davenport University,46800,70700,49,7,False,True,False,False,False,False,False,False,False,True,False,False,MI,Private,4 Year,9928.0,22800.0,32728.0,22800.0,32728.0,8715.0,0.004130808950086058,0.04165232358003442,0.15226620768789442,0.022948938611589215,0.0012621916236374069,0.03453815261044177,0.24543889845094666,0.14802065404475043,0.5720022948938611,0.604360298336202,over_250
1404,Evangel University,42800,70700,66,6,False,True,True,False,False,False,False,False,False,False,False,False,MO,Private,4 Year,8522.0,23296.0,31818.0,23296.0,31818.0,2006.0,0.007976071784646061,0.01794616151545364,0.041375872382851446,0.04685942173479561,0.0,0.004985044865403789,0.14456630109670987,0.0732801595214357,0.7771684945164506,0.5568295114656032,over_250
1405,Ottawa University Phoenix,42300,70700,54,0,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
1406,Polk State College,44200,70700,61,1,False,False,False,False,False,False,False,True,False,False,False,False,FL,Public,2 Year,,3367.0,3367.0,12272.0,12272.0,11060.0,0.0026220614828209765,0.02585895117540687,0.1654611211573237,0.18191681735985535,0.00108499095840868,0.008047016274864377,0.4000904159132007,0.035985533453887886,0.555877034358047,0.640506329113924,over_250
1407,Los Angeles Pacific University,46200,70600,0,0,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
1408,Kentucky State University,42000,70500,62,13,False,False,False,False,False,False,False,True,False,False,False,False,KY,Public,4 Year,6690.0,8090.0,14780.0,19390.0,26080.0,1895.0,0.0015831134564643799,0.005277044854881266,0.5313984168865435,0.017414248021108178,0.0021108179419525065,0.012664907651715039,0.578891820580475,0.11767810026385224,0.2907651715039578,0.6058047493403694,over_250
1409,North Carolina Central University,44600,70500,63,10,False,False,False,False,True,False,False,True,False,False,False,False,NC,Public,4 Year,8909.0,6348.0,15257.0,19055.0,27964.0,7687.0,0.00507350071549369,0.012488617145830622,0.7601144789905034,0.02874983738779758,0.0002601795238714713,0.0059841290490438405,0.8414205802003383,0.03785612072329907,0.11473917002731884,0.6669702094445167,over_250
1410,Faulkner University,40300,70400,61,2,False,True,True,False,False,False,False,False,False,False,False,False,AL,Private,4 Year,7750.0,21690.0,29440.0,21690.0,29440.0,3335.0,0.00719640179910045,0.005697151424287856,0.4512743628185907,0.021289355322338832,0.0008995502248875562,0.014692653673163419,0.5019490254872564,0.028185907046476763,0.45517241379310347,0.6002998500749626,over_250
1411,Central Baptist College,36300,70400,0,3,False,True,True,False,False,False,False,False,False,False,False,False,AR,Private,4 Year,7500.0,16200.0,23700.0,16200.0,23700.0,858.0,0.013986013986013986,0.002331002331002331,0.20396270396270397,0.038461538461538464,0.0011655011655011655,0.029137529137529136,0.2738927738927739,0.002331002331002331,0.6946386946386947,0.46853146853146854,over_250
1412,Arlington Baptist University,40100,70400,0,0,False,True,True,False,False,False,False,False,False,False,False,False,TX,Private,4 Year,6500.0,13190.0,19690.0,13190.0,19690.0,,,,,,,,,,,,over_250
1413,Bluefield College,44500,70400,61,6,False,True,True,False,False,False,False,False,False,False,False,False,VA,Private,4 Year,9024.0,25290.0,34314.0,25290.0,34314.0,944.0,0.0,0.05084745762711865,0.1694915254237288,0.03919491525423729,0.0,0.020127118644067795,0.2913135593220339,0.013771186440677966,0.6747881355932204,0.576271186440678,over_250
1414,CUNY Medgar Evers College,47400,70400,63,34,False,False,False,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
1415,Broward College,46900,70300,50,4,False,False,False,False,False,False,False,True,False,False,False,False,FL,Public,2 Year,,3540.0,3540.0,11190.0,11190.0,44119.0,0.001903941612457218,0.029579092907817493,0.33178449194224713,0.34119087014664884,0.0030145742197239286,0.030825721344545434,0.7242911217389333,0.03982411206056347,0.20505904485595775,0.5890432693397403,over_250
1416,Art Academy of Cincinnati,38900,70200,35,0,False,True,False,True,False,False,False,False,False,False,False,False,OH,Private,4 Year,6700.0,33889.0,40589.0,33889.0,40589.0,209.0,0.004784688995215311,0.023923444976076555,0.09569377990430622,0.05741626794258373,0.004784688995215311,0.004784688995215311,0.21052631578947367,0.0,0.784688995215311,0.6124401913875598,over_250
1417,Paine College,37100,70100,0,14,False,True,True,True,False,False,True,False,False,False,False,False,GA,Private,4 Year,6662.0,15595.0,22257.0,15595.0,22257.0,848.0,0.003537735849056604,0.0,0.8891509433962265,0.01650943396226415,0.0,0.01650943396226415,0.9233490566037735,0.03891509433962264,0.02122641509433962,0.5,over_250
1418,Maryville College,43300,70100,71,16,False,True,True,True,False,False,True,False,False,False,False,False,TN,Private,4 Year,11424.0,34880.0,46304.0,34880.0,46304.0,1213.0,0.00741962077493817,0.011541632316570486,0.11129431162407255,0.028029678483099753,0.0016488046166529267,0.0247320692497939,0.1863149216817807,0.00494641384995878,0.7840065952184666,0.5408079142621599,over_250
1419,Cornerstone University,43400,70000,62,1,False,True,True,False,False,False,False,False,False,False,False,False,MI,Private,4 Year,9300.0,24500.0,33800.0,24500.0,33800.0,2770.0,0.006137184115523465,0.01263537906137184,0.13537906137184116,0.04115523465703971,0.0010830324909747292,0.021299638989169676,0.2003610108303249,0.0,0.7783393501805054,0.5747292418772563,over_250
1420,Blackburn College,41400,70000,34,26,False,True,True,False,False,False,False,False,False,False,False,False,IL,Private,4 Year,7930.0,22410.0,30340.0,22410.0,30340.0,585.0,0.005128205128205128,0.011965811965811967,0.1076923076923077,0.022222222222222223,0.0,0.0,0.1675213675213675,0.013675213675213675,0.8188034188034188,0.5452991452991452,over_250
1421,Trine University Regional/Non Traditional Campuses,41700,70000,0,9,False,True,False,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,over_250
1422,University of Maine at Fort Kent,47300,69900,72,5,False,False,False,False,False,False,False,True,False,False,False,False,ME,Public,4 Year,8220.0,8115.0,16335.0,12315.0,20535.0,1327.0,0.007535795026375283,0.00452147701582517,0.02562170308967596,0.014318010550113038,0.0015071590052750565,0.08440090429540316,0.07234363225320271,0.21024868123587037,0.6330067822155238,0.6865109269027883,over_250
1423,University of Montevallo,39300,69900,53,7,False,False,False,False,False,False,False,True,False,False,False,False,AL,Public,4 Year,9330.0,12760.0,22090.0,25780.0,35110.0,3070.0,0.005863192182410423,0.006188925081433224,0.14136807817589578,0.03029315960912052,0.0,0.012703583061889252,0.20586319218241042,0.05570032573289902,0.7257328990228012,0.6736156351791531,over_250
1424,Averett University,42500,69900,54,6,False,True,True,False,False,False,False,False,False,False,False,False,VA,Private,4 Year,9976.0,34400.0,44376.0,34400.0,44376.0,872.0,0.006880733944954129,0.006880733944954129,0.27408256880733944,0.03784403669724771,0.0,0.0481651376146789,0.3256880733944954,0.005733944954128441,0.6204128440366973,0.5298165137614679,over_250
1425,Black Hills State University,42000,69800,54,11,False,False,False,False,False,False,False,True,False,False,False,False,SD,Public,4 Year,6978.0,8733.0,15711.0,11778.0,18756.0,4489.0,0.034306081532635334,0.004900868790376476,0.00913343729115616,0.0369792826910225,0.0022276676319893073,0.016261973713521942,0.11940298507462686,0.04076631766540432,0.8235687235464468,0.649587881488082,over_250
1426,Springfield College,45100,69700,71,4,False,True,False,False,False,False,False,False,False,False,False,False,MA,Private,4 Year,12550.0,37445.0,49995.0,37445.0,49995.0,,,,,,,,,,,,over_250
1427,Wesley College,48200,69700,51,2,False,True,True,False,False,False,False,False,False,False,False,False,DE,Private,4 Year,11717.0,26406.0,38123.0,26406.0,38123.0,,,,,,,,,,,,over_250
1428,Lincoln Christian University,41400,69700,65,0,False,True,True,False,False,False,False,False,False,False,False,False,IL,Private,4 Year,7564.0,13200.0,20764.0,13200.0,20764.0,940.0,0.011702127659574468,0.02446808510638298,0.08617021276595745,0.029787234042553193,0.0010638297872340426,0.030851063829787233,0.16808510638297872,0.002127659574468085,0.798936170212766,0.4574468085106383,over_250
1429,Reinhardt University,43600,69700,48,7,False,True,True,False,False,False,False,False,False,False,False,False,GA,Private,4 Year,10200.0,23300.0,33500.0,23300.0,33500.0,1422.0,0.0035161744022503515,0.006329113924050633,0.1779184247538678,0.058368495077355836,0.0,0.0014064697609001407,0.24613220815752462,0.053445850914205346,0.69901547116737,0.4859353023909986,over_250
1430,University of Maine at Augusta,43100,69600,62,7,False,False,False,False,False,False,False,True,False,False,False,False,ME,Public,4 Year,,7988.0,7988.0,17918.0,17918.0,4664.0,0.01843910806174957,0.0047169811320754715,0.00986277873070326,0.014794168096054888,0.0008576329331046312,0.0047169811320754715,0.06968267581475128,0.12114065180102916,0.8044596912521441,0.7214837049742711,over_250
1431,Alabama State University,40700,69600,59,16,False,False,False,False,True,False,False,True,False,False,False,False,AL,Public,4 Year,5422.0,11068.0,16490.0,19396.0,24818.0,5519.0,0.0014495379597753216,0.003623844899438304,0.8969016126109802,0.012321072658090234,0.0005435767349157456,0.023554991846348978,0.9249864105816271,0.013770610617865555,0.03768798695415836,0.6214894002536692,over_250
1432,Sul Ross State University,42500,69600,64,6,False,False,False,False,False,False,False,True,False,False,False,False,TX,Public,4 Year,8242.0,8309.0,16551.0,20759.0,29001.0,2873.0,0.0024364775495997215,0.0038287504350852765,0.055690915419422206,0.6261747302471284,0.0006961364427427776,0.005221023320570832,0.7024016707274626,0.011138183083884442,0.28123912286808217,0.5882352941176471,over_250
1433,Tennessee Wesleyan University,43100,69600,58,6,False,True,True,False,False,False,False,False,False,False,False,False,TN,Private,4 Year,7880.0,24800.0,32680.0,24800.0,32680.0,,,,,,,,,,,,over_250
1434,Bethel College North Newton,46300,69500,57,12,False,True,True,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
1435,Rochester University,40000,69500,40,1,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
1436,Dalton State College,44900,69500,51,7,False,False,False,False,False,False,False,True,False,False,False,False,GA,Public,4 Year,8950.0,4246.0,13196.0,12668.0,21618.0,4854.0,0.004120313143798929,0.011948908117016894,0.047795632468067575,0.19715698393077874,0.0016481252575195715,0.02327976926246395,0.27564894932014833,0.042027194066749075,0.6590440873506387,0.6021837659662135,over_250
1437,Paul Quinn College,42000,69500,0,4,False,True,True,False,False,False,False,False,False,False,False,False,TX,Private,4 Year,6000.0,8495.0,14495.0,8495.0,14495.0,273.0,0.0,0.0,0.8278388278388278,0.1282051282051282,0.0,0.003663003663003663,0.9743589743589743,0.003663003663003663,0.018315018315018316,0.5457875457875457,over_250
1438,Indiana University East,46100,69400,46,9,False,False,False,False,False,False,False,True,False,False,False,False,IN,Public,4 Year,,7344.0,7344.0,19400.0,19400.0,4573.0,0.0019680734747430572,0.010277717034769297,0.034331948392739994,0.026678329324294772,0.0004373496610540127,0.006997594576864203,0.09490487644872075,0.017493986442160506,0.8806035425322546,0.6343756833588454,over_250
1439,Bluefield State College,47300,69400,61,3,False,False,False,False,False,False,False,True,False,False,False,False,WV,Public,4 Year,,8820.0,8820.0,16920.0,16920.0,1563.0,0.0025591810620601407,0.0019193857965451055,0.09980806142034548,0.010876519513755598,0.0,0.021753039027511197,0.12603966730646193,0.008317338451695458,0.8438899552143314,0.619321817018554,over_250
1440,Marywood University,43900,69400,49,3,False,True,True,False,False,False,False,False,False,False,False,False,PA,Private,4 Year,13900.0,34910.0,48810.0,34910.0,48810.0,3056.0,0.0,0.015052356020942409,0.021269633507853405,0.046793193717277484,0.0013089005235602095,0.05235602094240838,0.09620418848167539,0.12401832460732984,0.7274214659685864,0.694044502617801,over_250
1441,Wesleyan College,42500,69300,0,13,False,True,True,True,False,False,True,False,False,False,False,False,GA,Private,4 Year,9860.0,23000.0,32860.0,23000.0,32860.0,,,,,,,,,,,,over_250
1442,North Central University,42600,69100,70,1,False,True,True,False,False,False,False,False,False,False,False,False,MN,Private,4 Year,7400.0,24240.0,31640.0,24240.0,31640.0,1191.0,0.0016792611251049538,0.011754827875734676,0.026028547439126783,0.054575986565911,0.0008396305625524769,0.005877413937867338,0.12510495382031905,0.30814441645675905,0.5608732157850546,0.6162888329135181,over_250
1443,Anderson University (South Carolina),41500,69100,54,5,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
1444,Glenville State College,41600,69000,64,3,False,False,False,False,False,False,False,True,False,False,False,False,WV,Public,4 Year,,7327.0,7327.0,16565.0,16565.0,1802.0,0.0,0.001664816870144284,0.12874583795782463,0.01220865704772475,0.0,0.003329633740288568,0.15316315205327413,0.0804661487236404,0.7630410654827969,0.42119866814650386,over_250
1445,Heritage University,43700,69000,0,17,False,True,False,False,False,False,False,False,False,False,False,False,WA,Private,4 Year,,18124.0,18124.0,18124.0,18124.0,,,,,,,,,,,,over_250
1446,Gardner Webb University,41900,69000,62,5,False,True,True,False,True,False,False,False,True,False,False,False,NC,Private,4 Year,10390.0,31220.0,41610.0,31220.0,41610.0,4470.0,0.006263982102908278,0.009619686800894854,0.20850111856823267,0.02371364653243848,0.0,0.011185682326621925,0.24809843400447426,0.05615212527964206,0.6845637583892618,0.6711409395973155,top_250
1447,Minot State University,47400,69000,57,7,False,False,False,False,False,False,False,True,False,False,False,False,ND,Public,4 Year,6610.0,7064.0,13674.0,7064.0,13674.0,3410.0,0.015249266862170088,0.013489736070381233,0.04897360703812317,0.04897360703812317,0.003812316715542522,0.12052785923753666,0.1598240469208211,0.02756598240469208,0.6920821114369502,0.6064516129032258,over_250
1448,Gordon State College,40700,68900,0,5,False,False,False,False,False,False,False,True,False,False,False,False,GA,Public,2 Year,6656.0,4292.0,10948.0,12714.0,19370.0,,,,,,,,,,,,over_250
1449,Savannah State University,41900,68900,64,20,False,False,False,False,True,False,False,True,False,False,False,False,GA,Public,4 Year,7762.0,6794.0,14556.0,19870.0,27632.0,4915.0,0.0032553407934893183,0.001017293997965412,0.8724313326551373,0.024821973550356053,0.0008138351983723296,0.009562563580874872,0.9324516785350967,0.01098677517802645,0.046998982706002036,0.5700915564598169,over_250
1450,Bryan College Dayton,39800,68900,56,2,False,True,True,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,over_250
1451,Union Institute & University,45700,68900,73,0,False,True,False,False,False,False,False,False,True,False,False,False,OH,Private,4 Year,,16526.0,16526.0,16526.0,16526.0,,,,,,,,,,,,over_250
1452,Lees McRae College,39400,68800,67,14,False,True,True,False,False,False,False,False,False,False,False,False,NC,Private,4 Year,11078.0,26198.0,37276.0,26198.0,37276.0,940.0,0.0031914893617021275,0.006382978723404255,0.06808510638297872,0.02127659574468085,0.0,0.02446808510638298,0.1074468085106383,0.2904255319148936,0.5776595744680851,0.6617021276595745,over_250
1453,Eastern Oregon University,46600,68800,55,5,False,False,False,False,False,False,False,True,False,False,False,False,OR,Public,4 Year,10040.0,8679.0,18719.0,20739.0,30779.0,3653.0,0.02272105119080208,0.02107856556255133,0.027101012866137423,0.06268820147823706,0.009854913769504517,0.01368738023542294,0.15630988228853,0.069805639200657,0.7601970982753901,0.6408431426225021,over_250
1454,Moody Bible Institute,43100,68700,61,0,False,True,True,False,False,False,False,False,False,False,False,False,IL,Private,4 Year,11820.0,13565.0,25385.0,13565.0,25385.0,3967.0,0.001008318628686665,0.028737080917569952,0.058230400806654904,0.04638265691958659,0.0017645576002016637,0.09553819006806151,0.15528106881774642,0.16082682127552306,0.588353919838669,0.42777917822031764,over_250
1455,Saint Louis Christian College,38900,68600,0,0,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,,,,179.0,0.00558659217877095,0.0111731843575419,0.33519553072625696,0.0335195530726257,0.0,0.0,0.4134078212290503,0.0111731843575419,0.5754189944134078,0.45251396648044695,over_250
1456,Pensacola State College,43400,68600,57,3,False,False,False,False,False,False,False,True,False,False,False,False,FL,Public,2 Year,,3137.0,3137.0,12593.0,12593.0,10317.0,0.0076572647087331585,0.02675196277987787,0.15110981874575943,0.05602403799554134,0.003877096055054764,0.0032955316467965495,0.3015411456818843,0.011049723756906077,0.6841135989144131,0.6036638557720267,over_250
1457,University of Science and Arts of Oklahoma,38700,68600,52,11,False,False,False,True,False,False,True,True,False,False,False,False,OK,Public,4 Year,6350.0,7215.0,13565.0,17565.0,23915.0,904.0,0.11283185840707964,0.00995575221238938,0.04092920353982301,0.061946902654867256,0.0,0.07853982300884955,0.28650442477876104,0.0022123893805309734,0.6327433628318584,0.6449115044247787,over_250
1458,University of Maine at Farmington,44300,68500,62,5,False,False,False,False,False,False,False,True,False,False,False,False,ME,Public,4 Year,9726.0,9666.0,19392.0,19778.0,29504.0,1960.0,0.0066326530612244895,0.007142857142857143,0.017857142857142856,0.013265306122448979,0.0010204081632653062,0.007142857142857143,0.0663265306122449,0.08724489795918368,0.8392857142857143,0.6688775510204081,over_250
1459,University of Maine at Presque Isle,40900,68400,67,6,False,False,False,False,False,False,False,True,False,False,False,False,ME,Public,4 Year,8406.0,8035.0,16441.0,12235.0,20641.0,1138.0,0.02460456942003515,0.0035149384885764497,0.01054481546572935,0.011423550087873463,0.0,0.061511423550087874,0.07469244288224956,0.11687170474516696,0.7469244288224957,0.6423550087873462,over_250
1460,Life Pacific University,41500,68400,83,0,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
1461,Central State University,42000,68400,55,16,False,False,False,False,False,False,False,True,False,False,False,False,OH,Public,4 Year,10232.0,6346.0,16578.0,8346.0,18578.0,1751.0,0.0017133066818960593,0.0005711022272986865,0.9531696173615077,0.006853226727584237,0.0,0.004568817818389492,0.970873786407767,0.009708737864077669,0.014848657909765849,0.5368360936607652,over_250
1462,Ohio State University Lima Campus,41300,68300,0,0,False,False,False,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
1463,Concordia University Ann Arbor,37400,68200,0,14,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,over_250
1464,Bethune Cookman University,43800,68200,57,7,False,True,True,True,True,False,True,False,False,False,False,False,FL,Private,4 Year,9412.0,14814.0,24226.0,14814.0,24226.0,4044.0,0.0009891196834817012,0.002225519287833828,0.8852621167161226,0.028437190900098913,0.0019782393669634025,0.020771513353115726,0.9379327398615233,0.022007912957467853,0.019287833827893175,0.587784371909001,over_250
1465,Chowan University,42800,68100,46,5,False,True,True,False,False,False,False,False,False,False,False,False,NC,Private,4 Year,9400.0,24980.0,34380.0,24980.0,34380.0,1484.0,0.005390835579514825,0.0020215633423180594,0.7075471698113207,0.03504043126684636,0.0,0.01954177897574124,0.7816711590296496,0.01752021563342318,0.18126684636118598,0.5148247978436657,over_250
1466,Lincoln Memorial University,43100,68000,71,11,False,True,False,False,False,False,False,False,False,False,False,False,TN,Private,4 Year,8000.0,22010.0,30010.0,22010.0,30010.0,3735.0,0.002677376171352075,0.04738955823293173,0.04979919678714859,0.0034805890227576973,0.0,0.013386880856760375,0.12048192771084337,0.08781793842034806,0.7783132530120482,0.6340026773761713,over_250
1467,College of Biblical Studies Houston,41200,68000,0,0,False,True,True,False,False,False,False,False,False,False,False,False,TX,Private,4 Year,,8590.0,8590.0,8590.0,8590.0,,,,,,,,,,,,over_250
1468,Kentucky Christian University,41200,67900,69,3,False,True,True,False,False,False,False,False,False,False,False,False,KY,Private,4 Year,8270.0,19820.0,28090.0,19820.0,28090.0,658.0,0.00303951367781155,0.0060790273556231,0.0851063829787234,0.0121580547112462,0.0,0.019756838905775075,0.11702127659574468,0.1945288753799392,0.668693009118541,0.45896656534954405,over_250
1469,Southwestern Assemblies of God University,42700,67900,71,0,False,True,True,False,False,False,False,False,False,False,False,False,TX,Private,4 Year,7500.0,20952.0,28452.0,20952.0,28452.0,1984.0,0.012096774193548387,0.010080645161290322,0.1123991935483871,0.19606854838709678,0.0030241935483870967,0.005544354838709678,0.34375,0.007056451612903226,0.6436491935483871,0.514616935483871,over_250
1470,Grambling State University,45200,67800,67,10,False,False,False,False,True,False,False,True,False,False,False,False,LA,Public,4 Year,7192.0,7435.0,14627.0,16458.0,23650.0,4504.0,0.002886323268206039,0.002220248667850799,0.9076376554174067,0.009103019538188277,0.0004440497335701599,0.03596802841918295,0.9347246891651865,0.007104795737122558,0.022202486678507993,0.622113676731794,over_250
